#,Season,TG,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH,IFH%,BUH,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%
1,2024,,5475,17828,19919,4387,2754,875,98,660,2467,2248,1691,37,4535,218,128,37,322,462,113,0.246,0.292,1.08,19.60%,41.70%,38.70%,10.80%,12.80%,369,6.60%,45,37.80%,41.20%,34.60%,24.10%,16.40%,51.50%,32.10%
