#,Season,TG,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH,IFH%,BUH,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%
1,2024,,5300,17545,19397,4183,2701,784,127,571,2351,2103,1410,45,4628,220,111,98,266,643,167,0.238,0.29,1.1,19.00%,42.40%,38.60%,10.60%,11.50%,410,7.50%,85,28.60%,40.30%,35.20%,24.50%,16.70%,52.70%,30.60%
