#,Season,TG,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH,IFH%,BUH,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%
1,2024,,5275,17952,19837,4435,3109,821,61,444,2269,1924,1481,27,3972,214,123,62,332,491,119,0.247,0.292,1.24,20.80%,43.90%,35.30%,9.60%,9.00%,458,7.50%,51,31.90%,39.80%,35.40%,24.80%,16.20%,55.60%,28.10%
