#,Season,TG,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH,IFH%,BUH,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%
1,2024,,30470,38818,45501,9788,6379,1934,169,1306,1307,14520,4539,502,10049,573,1261,279,1085,0,0,0.252,0.295,1.15,20.00%,42.90%,37.20%,10.40%,11.80%,916,7.20%,106,20.70%,40.80%,35.20%,24.00%,16.40%,52.70%,30.90%
