#,Season,TG,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH,IFH%,BUH,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%
1,2024,4858,6704,22308,24712,5543,3634,1127,136,646,3037,2560,1857,69,5437,285,161,97,385,808,218,0.248,0.299,1.14,20.00%,42.50%,37.40%,10.00%,10.20%,543,7.60%,74,30.20%,40.70%,35.30%,24.00%,15.80%,54.50%,29.70%
