#,Season,TG,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH,IFH%,BUH,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%
1,2024,,19425,23954,24161,16787,12530,3857,284,116,116,4916,0,0,0,0,207,0,3,0,0,0.701,0.693,0,100.00%,0.00%,0.00%,0.00%,11600.00%,0,0.00%,0,0.00%,40.90%,35.20%,23.90%,9.80%,54.50%,35.70%
