#,Season,TG,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH,IFH%,BUH,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%
1,2024,,5477,17947,20079,4365,2832,852,106,575,2316,2204,1726,47,4700,230,125,44,287,415,117,0.243,0.296,1.14,19.80%,42.70%,37.50%,9.20%,11.50%,378,6.70%,43,40.20%,39.70%,35.20%,25.10%,15.60%,52.10%,32.30%
