#,Season,TG,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH,IFH%,BUH,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%
1,2024,4858,7572,24083,26601,5862,4097,1093,91,581,2988,2586,1952,43,5439,301,171,85,464,622,154,0.243,0.29,1.26,20.50%,44.30%,35.20%,9.70%,8.80%,585,7.10%,66,31.00%,39.40%,35.70%,24.90%,16.30%,55.40%,28.30%
