#,Season,TG,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH,IFH%,BUH,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%
1,2024,,45061,94595,103806,22168,14340,4334,406,3088,3090,3089,8089,6,24158,1085,0,0,0,0,0,0.234,0.283,1.09,19.50%,42.00%,38.60%,10.30%,11.40%,1869,6.40%,168,50.30%,40.40%,35.40%,24.20%,16.20%,52.60%,31.20%
